row_id,description,latlon,tokens_used
II,"COLL. NATHLL. BACON, Esqr., 25
acs. Yorke Co., p. 6, 26 Oct: 1666.
Granted unto Wm. Evans, dec'd., &","[37]°[14]'[00.00000]""N [76]°[30]'[00.00000]""W",144
II,"ELIZA. MEIGE, 50 acs. Yorke Co.,
Pp. 6, 26.Oct. 1666. Granted unto Henry.
Meige, dec’d. & found &c.,","37°14'00.00000""N 76°30'00.00000""W",136
II,"COLL. NATHANIELL BACON,
Esqr., 700 acs., Nancimond Co., 26 Oct.
1666, p. 6. Part of 1650 acs. granté","[36]°[44]'[00.00000]""N [76]°[34]'[00.00000]""W",226
II,"RICHARD PENNY, 300 acs., Nancimond Co., 26 Oct. 1666, p, 6. Part of
1650 acs. granted to Cornelius O","[36]°[46]'[00.00000]""N [76]°[34]'[00.00000]""W",160
II,"JOHN PAINE, 542 A., & 82 P.,
S.°E. of ‘Pepetick Cr., Ranpe: Co., 26
Oct. 1666, p. 7. 450 acs. beg. a","[37]°[45]'[00.00000]""N [76]°[45]'[00.00000]""W",285
II,"THOMAS CEELY & JNO. NOBLE,
1000 acs. on N. side of Rappa. Riv.,. in
the, freshes nere the falls, 26.","[38]°[19]'[12.0000]""N [77]°[30]'[36.0000]""W",259
II,"EDMD. COWLES, 125 acs. Chas.
City Co.,- 29 Sept. , p. 7. Part of
dev'dt. assigned by Jno. Stith to J","[37]°[19]'[00.0000]""N [77]°[07]'[00.0000]""W",189
II,"THOMAS GOULDMAN, 1134 A. &
18 Po., on S. side of Rappa. Riv. on
the back of a devdt. of Sir Henry Ch","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",358
II,"LT. COLL. THO. GOODRICH, 200
acs. on the head of Hoskins Cr., beg.
by the Poquoson of sd. Cr., nigh ","[37]°[55]'[00.0000]""N [76]°[52]'[00.0000]""W",222
II,"LT. COLL. WM: KENDALL, ‘200
acs. N’ampton Co., 26 Oct. 1666, p. 9.
At’ the -seaboard. side, -beg. on","37°24'00.00000""N 75°45'00.00000""W",173
II,"JAMES GRAY, 900 acs. Accomack
Co., 26 Oct. 1666, p..9. A br. on the
W. parting this: & land that was","[37]°[43]'[00.0000]""N [75]°[37]'[00.0000]""W",207
II,"RICHARD COXE, 809 acs. (300 acs.
whereof Coxe sold unto Jno. Read), on
a Sw. running downe Cow Cr. i","[37]°[19]'[40.0000]""N [76]°[24]'[30.0000]""W",198
II,"LT. COLL. WM. KENDALL, 1200
acs, at the head-of Cherrystones Cr.,
where it divides itself into branc","37°17'48.00000""N 75°58'12.00000""W",359
II,"MR. JOHN CAUTANCEAN, 461
acs. N’umberland Co., 29 Mar. 1666, p.
10. Beg. at S. S. W. side & at the h","[37]°[55]'[00.00000]""N [76]°[25]'[00.00000]""W",243
II,"WM. & PETER PRESTLY,.--2700 acs.
N’umberland Co., 29 Mar. 1666, p. 11.
Beg. at land of Mr. Jno. Matr","37°59'45.00000""N 76°23'30.00000""W",459
II,"ROBERT MIDDLETON, 1120 acs.
W'moreland Co., 21 May 1666, p. 11.
At head of the main br.. of Yeocomic","[38]°[04]'[00.0000]""N [76]°[38]'[00.0000]""W",235
II,"FRANCIS CLAY, 1480 acs. W’moreland Co., 21 May 1666, p: 12. On
N. W. side & nigh head of Yeocomico
R","[38]°[06]'[00.00000]""N [76]°[37]'[00.00000]""W",211
II,"MR. WM. LANE, 164 acs. in the
freshes of Rappa. Co. on N. side the
Riv., adj. plantation he lives on","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",218
II,"COLL. JNO. CATLETT, 150 acs.
Rappa. Co., 6 Nov. 1666, p. 12. Upon
the Riv. & Occupason Cr., adj. 400","38°18'05.00000""N 77°02'00.00000""W",163
II,"THOMAS CREETON & HUGH
ROYE, 2100 acs. New Kent Co., 6 Nov.
1666, p. 13.- 1800 acs. bounded, viz:
400","[37]°[32]'[00.0000]""N [76]°[48]'[00.0000]""W",685
II,"SAME. 1800 acs. Rappa. Co., on S.
side of sd. Riv., 6 Nov. 1666, p. 14.
Beg. at S. E. poynt of a gre","[38]°[01]'[30.00000]""N [77]°[01]'[30.00000]""W",370
II,"EDWARD ROWZEE, Gent., & Wm.
Harper, 200 acs. on S. W. side of Occupason Cr. above the narrowes of Lo","[37]°[46]'[00.0000]""N [76]°[47]'[00.0000]""W",197
II,"WM. MOSELY, 520 acs. Rappa. Co.,
upon Occupason Cr., Sittingborne Parish,
1 Nov. 1666, p. 15. Beg. a","[38]°[12]'[00.0000]""N [77]°[00]'[00.0000]""W",258
II,"RICHARD STURMAN, 1004 acs.
W'moreland Co., 26 Oct. 1666, p.'15.
826 acs. upon branches of Nomany, be","[38]°[05]'[00.00000]""N [76]°[45]'[00.00000]""W",324
II,"JOHN BEARD, 250 acs. Wmoreland
Co., 24 Oct. .1666, p. 16. Upon Andrew Monrowes Cr., & land _pattente","[38]°[06]'[00.00000]""N [76]°[55]'[00.00000]""W",213
II,"LESTRANGE MORDANT, 450 acs.
N’umberland Co., S. side Potomack Riv.
nigh Nomeny; 24 Oct. 1666, p. 16.","[38]°[02]'[00.0000]""N [76]°[30]'[00.0000]""W",220
II,"MR, THOMAS BALLARD, 800 acs.
Rappa. Co., on S. side & in the freshes
of Rappa. Riv., 6 Nov. 1666, p.","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",279
II,"COLL. NICHOLAS SPENCER, 500
acs. in Potomack freshes, 6 Nov. 1666,
p. 17. N. E. upon a cr. above Col","[38]°[22]'[00.0000]""N [77]°[04]'[00.0000]""W",245
II,"MATHEW JENNINGS, 500 acs.
New Kent Co., bet. branches of Harquack Swamp; 9 June 1666, p. 17. Beg.
on","[37]°[32]'[00.0000]""N [77]°[00]'[00.0000]""W",206
II,"JOHN JAMES, 259 acs. New Kent
Co., upon br. of Hartquack Sw., 9 June
1666, p. 17. 100 acs. purchased","37°32'00.00000""N 77°00'00.00000""W",188
II,"ROBERT JARRATT, 284 acs. in a
necke bet. Yorke & Chikahomani Rivers,
adj. Jonathan Hughes, Wm. Mosse","37°21'00.00000""N 76°42'00.00000""W",180
II,"JOHN GLEN, 65 acs. New Kent Co.,
9 June 1666, p. 18. Adj. land of Capt.
Barnehouse & by a branch of ","37°32'15.00000""N 77°00'30.00000""W",141
II,"JOHN POUNCY, 800 acs. New Kent
Co., 9 June 1666, p. 18. Upon the
lowerside of Mattadecon Cr. & by la","[37]°[32]'[00.0000]""N [77]°[00]'[00.0000]""W",224
II,"CHARLES LOVEING, 350 acs. New
Kent Co., 29 Mar. 1666, p. 18. Adj.
Richard Littlepage & James Turner,","37°34'12.00000""N 77°00'00.00000""W",174
II,"MOYSES DAVIES, 220 acs. New
Kent Co., 18 Feb. 1666, p. 19. Beg. in
Henry Goodgaine’s line nere a br.","37°23'00.00000""N 76°46'00.00000""W",190
II,"MOYSES DAVIES, Gent., 1450 acs.,
same Co. &: page,.19 Mar. 1666. S.
side of Yorke Riv. over against ","[37]°[32]'[00.0000]""N [76]°[48]'[00.0000]""W",332
II,"WILLIAM ONOUGHTON, 500 acs.
Accomack Co., at the head of the N. br.
of Hunting Cr., 9 Nov. 1666, p. ","37°44'30.00000""N 75°37'30.00000""W",385
II,"JNOA. RUE (or Rice), 300 acs.
Accomack, 9 Nov. 1666, p. 20. S. side
of the S. br. of Hunting Cr., on","[37]°[42]'[00.0000]""N [75]°[37]'[00.0000]""W",241
II,"MR. PETER JETT, 600 acs. Rappa.
Co., N. side of sd. Riv., in the freshese
about 3 mi. from the river","[38]°[24]'[00.0000]""N [77]°[00]'[00.0000]""W",260
II,"CAPT. ALEXANDER FLEMING,
200 acs. on S. side of Rappa. Co. & in
the freshes, 21 Jan. 1666, p. 23. Be","[37]°[45]'[00.0000]""N [77]°[00]'[00.0000]""W",199
II,"JOHN BENSON, 140 acs. Gloster
Co., at the head of the beach swamp;
15 Mar. 1666. p. 23. Adj. lands o","37°21'15.00000""N 76°30'00.00000""W",154
II,"ROBERT TOWNSEND. 650 acs.
Chas. Riv. Co. 16 Apr. 1667, p. 24.
Ber. Marreaw’s & Townsend's Creeks.
(R","[37]°[20]'[00.0000]""N [76]°[40]'[00.0000]""W",216
II,"MRS. ELIZABETH OUDELANT,
1500 acs., parte in Isle of Wight Co. &
part in Nancimond Co., 26 Oct. 1666","[36]°[55]'[00.0000]""N [76]°[42]'[00.0000]""W",277
II,"MR. THO. BEALE, Junr., 929 acs.
neer head of Rappa. Cr., 28 May 1673,
p. 24. Beg. neer the mouth of ","[38]°[00]'[00.0000]""N [77]°[00]'[00.0000]""W",248
II,"MRS.~ ELIZABETH OUDELANT.
300 acs.. Nancimond Co., 26 Oct. 1666,
p. 25. Beg. in Chuckatuck Cr., by t","[36]°[51]'[00.0000]""N [76]°[28]'[00.0000]""W",210
II,"EDWARD TEALE (or Trate), 276
acs. Gloster Co., adj. the devdt. he lives
upon, 6 Mar. 1666, p. 25. Be","[37]°[24]'[00.0000]""N [76]°[32]'[00.0000]""W",288
II,"ANN HACK, GEORGE, NICHOLAS HACK & PETER HACK, 1000
acs., according to the ancient & lawfull
bounds t","[37]°[43]'[00.0000]""N [75]°[37]'[00.0000]""W",202
II,"MR. OLIVER GREEN, 770 acs.
Gloster Co., N. side of Ware Riv.
swamp, 16 Mar. 1666, p. 26. (Mutilated.","[37°22'00.00000""N 76°31'00.00000""W]",209
II,"DAVID BRAND, 1178 acs. New
Kent Co., on S. side of the Dragon
Swamp, 16 Mar. 1666/7, p. 26. Mentions","[37]°[40]'[00.00000]""N [76]°[48]'[00.00000]""W",282
II,"CAPT. JNO. HULL,.7100 A., 2 R.,
13 P.. Rappa. Co.; 30 Sept. 1663, p. 27.
5798 A. 2R. 13 P. in Farnha","[37]°[57]'[00.0000]""N [76]°[45]'00.0000""W",349
II,"JOHN MEDERS & HENRY PETERS,
4200 acs., on S. side & aboute 3 mi.
from the Riv. upon Pwomansend (Powm","[38]°[01]'[00.0000]""N [77]°[00]'[00.0000]""W",596
II,"MR. FRANCIS TRIPLETT. 1050 acs.
Rappa. Co., on N. side & in the freshes
of same. 21 Jan. 1666, p. 29","Unfortunately, the provided information does not contain enough specific details to determine precise latitude and longitude coordinates. The description of the land grant includes references to neighboring landowners and general locations, but without more detailed survey data or modern reference points, it is not possible to accurately geolocate the land grant to the precise coordinates requested.",354
II,"JOSEPH NEWTON, 400 acs. according &c., Accomack Co., 17 Apr. 1667,
p. 29. Granted to Francis Sherwoo","37°37'00.00000""N 75°40'00.00000""W",158
II,"LT. COLL. WILLIAM KENDALL,
350 acs. N’ampton Co., 1 Nov. 1666,
p. 29. Beg. at head br. of Hungars Cr","[37]°[23]'[00.0000]""N [75]°[56]'[00.0000]""W",226
II,"THOMAS HARMANSON, 800 acs.
N’ampton Co., 17 Apr. 1667, p. 30.
(Being more than his 1000 acs. granted","[37]°[28]'[00.00000]""N [75]°[57]'[00.00000]""W",304
II,"COLL. JNO. STRINGER, 1050 acs.
Accomack Co., at Occocomson, 1 Apr.
1667, p. 30. Bounded on E. by the","37°50'00.00000""N 75°30'00.00000""W",270
II,"MR. HENRY FILMORE, 360 acs.,
Warwick Co., 20 Mar. 1666/7, p. 30.
Granted unto Anthony Barnham, dec'd","37°02'00.00000""N 76°25'00.00000""W",171
II,"WILLIAM SCOTT, 100 acs., Nancimond Co., in Chuckatuck Cr., 4 Mar.
1666/7, p. 31. Granted to Moreine
","36°50'55.00000""N 76°28'15.00000""W",158
II,"PATRIACK: BARTLEY, 100 acs.,
Surry Co., 20 Mar. 1666/7, p. 31.
Granted to Henry Meadowes, dec’d.,
la","[37]°[07]'[00.00000]""N [76]°[54]'[00.00000]""W",152
II,"JOCIAS MODEY, 300 acs., Yorke
Co., 1 Apr. 1667, p. 31. Granted unto
Giles Modey, dec’d., lately foun","[37]°[14]'[00.00000]""N [76]°[30]'[00.00000]""W",141
II,"RICHARD BONNY, 660 acs.. Low.
Norf. Co., 4 Mar, 1666, p. 31. Granted
unto Wm. Jacob, dec’d., lately ","36°47'00.00000""N 76°17'00.00000""W",135
II,"HENRY BISHOP, 2300 acs. Accomack Co., 9 Nov. 1666, p. 32. On the
N. side of Bockatenock Cr. & bay, E","37°49'00.00000""N 75°37'00.00000""W",409
II,"DANIELL SELBY, 600 acs. Accomack Co., at Mathipony, 9 Nov. 1666,
p. 32. Adj. Jno. & Edward Smale (or","[37°45'00.00000""N 75°37'00.00000""W]",201
II,"EDWARD SMALF & JNO. SMALE
(or SMATE), 500 acs. Accomack Co.,
att Muttupony, 9 Nov. 1666, p. 33. On
N","[37°45'00.00000""N 75°37'00.00000""W]",200
II,"EDWARD SMITH, 700 acs. Accomack Co. 9 Nov. 1666, p. 33. On N.
side of Robt. Richardson S. upon the
B","[37]°[44]'[00.0000]""N [75]°[37]'[00.0000]""W",218
II,"JNO. PARAMORE, 1500 acs. Accomack Co., 9 Nov. 1666. p. 33. S. side
of Paramores Cr., running to Herr","37°44'00.00000""N 75°37'00.00000""W",298
II,"JNO, PIKE, -i00 acs. Accomack Co..
at Muattapany, 9 Nov, 1666, p. 34. N.
side of land of Danll. Sclb","[37]°[45]'[00.0000]""N [75]°[37]'[00.0000]""W",195
II,"STEPHEN BARNES, 600 acs. Accomack Co.. aq Bockatnoctun bay, & adj.
Johnson's bay, 9 Nov. 1666, p. 34","[37]°[54]'[00.00000]""N [75]°[30]'[00.00000]""W",224
II,"CHRISTOPHER THOMPSON, 500
acs. Accomack Co., 9 Nov. 1666, p. 34.
S. side of the S. br. of Hunting Cr","[37]°[42]'[00.00000]""N [75]°[38]'[00.00000]""W",212
II,"ROBT. COLEMAN, 200 acs. Gloster
Co., 18 Mar. 1672/3, p. 34. Beg. at a
small swamp deviding this from","[37]°[18]'[00.00000]""N [76]°[30]'[00.00000]""W",210
II,"ROBT. RICHARDSON, 2000. acs.
Accomack Co., nere Bockanoctun, 9
Nov. 1666, p. 35. Trans, of 40 pers:
","37°52'00.00000""N 75°32'00.00000""W",533
II,"ALEXANDER -WILLIAMS, 600 acs.
Accomack Co. at Bockatenoctun. bet.
Robt. Johnson on the N. & Tho. Sel","[37°45'00.00000""N 75°37'00.00000""W]",226
II,"ROBT. JOHNSON, 600 acs. Accomack Co., N. side of Paramores Cr. on
Johnson's bay &c., 9 Nov. 1666, p.","[37°46'00.00000""N  [75°37'00.00000""W",191
II,"JOHN JENKINS, 1200 acs, Accomack Co., formerly N’ampton Co., parte
bet. 2 maine br. of Accomack Cr. ","[37]°[39]'[00.0000]""N [75]°[42]'[00.0000]""W",265
II,"RICHARD KELLUM, 850 acs. Accomack Co., N. side of Occahanock Cr.,
adj. Jno. West & Jno. Waltham, 9 N","[37]°[33]'[00.0000]""N [75]°[49]'[00.0000]""W",231
II,"MAJOR JNO. TILLNEY, 350 acs.
Accomack Co., N. side of Nuswadox
Cr., 9 Nov. 1666, p. 37. Along the ba","[37]°[33]'[00.0000]""N [75]°[49]'[00.0000]""W",250
II,"OWIN HAIES, 400 acs. Low. Norf.
Co., 4 Mar. 1666, p. 37. Granted unto
Thomas Bullock, dec'd.. lately","36°56'30.00000""N 76°11'30.00000""W",162
II,"PLUMMER BRAY, 350 acs. Low.
Norf. Co., 4 Mar. 1666, p. 37. Granted
unto John Kemp & lately found to ","[36]°[55]'[00.00000]""N [76]°[14]'[00.00000]""W",142
II,"THO PELLS, 400 acs. Rappa. Co.,
S. side of Gilsons Cr., 22 Apr. 1670, p.
37. Beg. at Geo. Morris & M","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",180
II,"MR. FRANCIS HAMMOND, 2000
acs, Yorke Co., 17 Apr. 1667, p. 38.
Mattapony Riv. on the N. N. E. & land","37°32'00.00000""N 76°48'00.00000""W",157
II,"EDWARD ISON, 300 acs. Nancimond Co., 17 Apr. 1667, p. 38. Adj.
his own & lands of Wm. Denson, Anthon","36°44'00.00000""N 76°34'00.00000""W",179
II,"EMANUELL CAMBOW, Negro, 50
acs. James Citty Co., 18 Apr. 1667, p.
39, Parte of a greater quantity gr","37°20'36.00000""N 77°04'12.00000""W",154
II,"ROBERT BURGESSE, 343 A., 108
po., Chas. Citty Co., on S. side of Appo-
mattox Riv., 12 Nov. 1666, p.","[37]°[14]'[00.00000]""N [77]°[24]'[00.00000]""W",210
II,"THOMAS JORDAN, 550 acs. Nancimond Co., 22 Oct. 1666, p. 39. Adj.
lands, of Jeremiah Rutter & Hopken
","36°44'00.00000""N 76°40'00.00000""W",189
II,"NORTH FLEETE, 300 acs. in the S.
br. of Nancimond Riv., on -the N. side,
22 Oct. 1666, p. 40. Grante","36°44'00.00000""N 76°36'00.00000""W",187
II,"GEORGE SPIVY, 150 -acs. Nancimond Co., 22 Oct. 1666, p. 40. Nere
head of the 8. br., beg. at his own","[36]°[46]'[00.00000]""N [76]°[34]'[00.00000]""W",165
II,"JOHN GATLEN, 425 acs. with 28
acs. of marish, Nancimond Co., 22 Oct.
1666,,p..40. Beg. at-a poyrit o","36°52'30.00000""N 76°28'30.00000""W",466
II,"JOHN WRAY, 240 acs. Gloster Co.,
Kingstone Parrish, upon head of Queens
Cr., 15 Mar, 1666, p. 41. Be","37°21'14.00000""N 76°30'45.00000""W",171
II,"DAVID MUNORGON, 696 acs.
Gloster Co., 2 Feb. 1666/7,- p. 42. Upon head br. of Ware Riv. swamp, beg.
","[37]°[23]'[00.00000]""N [76]°[32]'[00.00000]""W",243
II,"MR. WILLIAM MAY, 100 acs. of
marish land in James Citty Island, below Goose Hill, 15 Apr. 1667, p. 4","[37]°[13]'[00.0000]""N [76]°[47]'[00.0000]""W",249
II,"HENRICK FORSAN VAN _ DEAVORACK, Senr., 214 A. 64.4 chs®, in
the Pecosan Parrish, Yorke Co., 14 Nov.
","[37]°[12]'[00.00000]""N [76]°[28]'[00.00000]""W",221
II,"ROBT: HOWSE, 250 acs. Surry Co.,
14 Mar. 1666, p. 43. On S. side of
Bland’s path, ‘adj. Mr. Simonds ","[37]°[02]'[30.00000]""N [76]°[55]'[00.00000]""W",169
II,"MR. THOMAS..HUNT, 836 acs.
Surry Co., 14 Mar. 1666, p. 44. Beg.
where the path goes over the main bl","[36]°[55]'[00.00000]""N [76]°[55]'[00.00000]""W",266
II,"RALPH CREFD, 750 acs. Surry Co.,
side, adj. George Jordan, a run deviding this from plantation where","[37°07'00.00000""N 76°52'00.00000""W]",236
II,"THOMAS WOODWARD, JUNR.,
1100 acs. Isle of Wight or Nansimond
Co., 17 Apr. 1667, p. 45. Upon the
blac","[36]°[44]'[00.0000]""N [76]°[42]'[00.0000]""W",273
II,"ROBT. WHITEHAIRE, JOHN
BOWLER & CHARLES EDMONDS,
3000 acs. New Kent Co., upon N, side
of Riv., 25 Ap","37°32'00.00000""N 76°58'00.00000""W",445
II,"JNO, CLEMENS, 350 acs. Surry Co.,
30 Mar. 1667, p. 46. Upon a main br.
of Crowches Cr. nere the head","[37]°[06]'[00.0000]""N [76]°[55]'[00.0000]""W",202
II,"MR. NICHOLAS MEREWETHER,
651 acs. Surry Co., 25 Apr. 1667, p. 46.
175 acs. upon land he bought of Wi","[36]°[54]'[00.00000]""N [76]°[56]'[00.00000]""W",276
II,"SAME. 850 acs., same Co. & date,
p. 47. On Black Water alias Cyprus
Sw.. beg. on the E’wd. side, adj","I'm sorry, but I can't provide the precise latitude and longitude coordinates based on the information given.",241
II,"WILLIAM PORTEN, 449 A., 12 P.
on N. side of the E. br. of Eliz. Riv.,
Low. Norf. Co., 21 Aug. 1667, ","[36]°[51]'[00.0000]""N [76]°[17]'[00.0000]""W",202
II,"THOMAS GAINES, 1030 acs. Rappa.
Co., 27 Feb. 1665/6, p. 48. S. side of
Rappa. Riv. upon the maine Po","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",287
II,"JAMES BOUGHAN. 150 acs. Rappa.
Co., upon the maine sw. of Piscataway
Cr.. 27 Feb. 1665/6, p. 48. Beg","[38°00'00.00000""N 77°00'00.00000""W]",187
II,"WILL AIRES, 592 acs. Rappa. Co.,
upon main br. or sw. of Piscataway Cr.,
above land of Mr. Jno. Greg","[38]°[18]'[00.00000]""N [77]°[02]'[00.00000]""W",200
II,"THO. HARPER & ROBT. CLEMONDS. 700 acs. Rappa. Co., upon
Piscataway Sw., bet. James Boughan &
Francis","[38]°[00]'[00.0000]""N [77]°[00]'[00.0000]""W",225
II,"MAJOR WM. PEIRCE, 4310 acs.
W'moreland Co. & Rappa. Co., 3 Oct.
1666, p. 49. 1810 acs. due by patten","38°00'00.00000""N 77°00'00.00000""W",459
II,"WM. LLOYD & JNO. BIDDLE, 4750
acs. W'moreland Co., 17 Apr. 1667, p.
50. Beg. a mile from Nomany Riv.","38°06'00.00000""N 76°45'00.00000""W",654
II,"CUTHBERT POTTER, Gent., 3672
acs. Lancaster Co., on Sanderland alias
Boswell’s Cr., & br. of the gre","37°41'00.00000""N 76°31'00.00000""W",417
II,"THOMAS TAYLOR, 631 acs. Henrico Co., N. side of James Riv., commonly called Harrahadockes, over agai","[37]°[25]'[00.0000]""N [77]°[22]'[00.0000]""W",308
II,"SOLLOMAN KNIBB, 710 acs. Henrico Co., N. side James Riv., 24 Sept.
1667, p. 52. Beg. on the E'ly. ru","[37]°[26]'[00.00000]""N [77]°[22]'[00.00000]""W",233
II,"FRANCIS PERCE & WM. PERCE,
350 acs., Henrico Co., N. side of James
Riv., 24 Sept. 1667, p. 53. N. N.","[37]°[25]'[00.0000]""N [77]°[22]'[00.0000]""W",283
II,"JNO. LEAD, 75 A., 24 P.. 24 Sept.
1667, p. 53. 50 acs. parte granted to
Wm. Bayly, who assigned to ‘","[37]°[22]'[00.0000]""N [76]°[30]'[00.0000]""W",205
II,"GEORGE POOLE, RICHD. FARTHINGALE, RICHD. BARRINGHAM &
JAMES FORSITH, 800 acs. Gloster Co.,
Ware Pari","[37]°[20]'[00.0000]""N [76]°[30]'[00.0000]""W",239
II,"JOHN WILSON, 100 acs. Henrico
Co.. N. side of Appomattox Riv., 24
Sept. 1667, p. 54. Beg. at the riv","37°18'00.00000""N 77°24'00.00000""W",510
II,"GRANGER, 1350 acs. upon branches of
Nomeny River betwixt Potomack &
Rappa. Rivers, 15 Apr. 1667, p. ","[38]°[22]'[00.0000]""N [77]°[00]'[00.0000]""W",309
II,"ROBT. KING, 500 acs. Stafford Co.,
15 Apr. 1667, p. 55. &. side upper
Machoatick Beavor Dam &c.. alo","[38]°[27]'[00.0000]""N [77]°[24]'[00.0000]""W",207
II,"MR. JNO. WHETSTONE, THOMAS
DYAS & PATRIACK SPENCER, 1050
acs. W'moreland Co., in the freshes betwixt","[38]°[10]'[00.00000]""N [77]°[00]'[00.00000]""W",319
II,"MR. JNO. WHETSTONE, 2430 acs.
W'moreland Co., 24 Sept. 1667, p. 56.
N. E. side of E.most Herring Cr.","[38]°[05]'[00.00000]""N [76]°[35]'[00.00000]""W",329
II,"EDWARD HUMSTON, 337 A., 80
P., Staff. Co. 15 Apr. 1667, p. 56. S.
side up. Machotick Riv., upon Mr. ","[38]°[22]'[00.00000]""N [77]°[20]'[00.00000]""W",187
II,"MR. WM. STORKE, 600 acs. bet.
Potomack & Rappa. Rivs., on branches
of Appomattox Cr. 24 Sept. 1667, ","[38]°[22]'[00.0000]""N [77]°[00]'[00.0000]""W",254
II,"ROBT. HOWSON, 450 acs. Staff.
Co., 15 Apr. 1667, p. 57. S. side of
Up. Machotique Riv. damm, beg. by","[38]°[04]'[30.00000]""N [77]°[00]'[00.00000]""W",235
II,"WM. SAVIDGE, 152 acs. Chas. Citty
Co., 10 May 1667, p. 57. N. side of
the western br. &c. Trans. of ","[37]°[20]'[00.00000]""N [77]°[04]'[00.00000]""W",161
II,"GEORGE WATKIN, 200 acs, Surry
Co., 23 Apr. 1667, p. 57. Trans. of 4
pers: Wm. Jellett, Rich, Booth, ","37°07'00.00000""N 76°54'00.00000""W",142
II,"WM. THOMSON, 230 acs. Surry Co.,
1 Mar. 1666, p. 57. Beg. at Francis
Sowerbye’s land, thence upon a ","[37]°[07]'[00.00000]""N [76]°[54]'[00.00000]""W",163
II,"JNO. RAWLINS & MICHAELL
METTANEY (Mettany), 332 acs. Surry
Co., 10 May 1667, p. 58. At the head
of U","[37]°[12]'[00.0000]""N [76]°[52]'[00.0000]""W",226
II,"RICHARD DREW, 800 acs. Surry
Co., 24 Apr. 1667, p. 58. Beg. nigh
Mr. Allin’s path, S. upon land of R","[37]°[07]'[00.00000]""N [76]°[55]'[00.00000]""W",228
II,"FRANCIS SOWERBY, 80 acs. Surry
Co., 1 Mar. 1666, p. 58. Beg. at corner
betwixt Ralph Creed & Coll. J","37°02'12.00000""N 76°54'36.00000""W",160
II,"DANIELL REGANT, 200 acs. Surry
Co., 23 Apr. 1667, p. 58. Beg. opposite
to land of Coll. Jordan, to t","37°07'00.00000""N 76°54'00.00000""W",157
II,"CAPT. THOMAS BUSBY, 1170 acs.,
in Surry Co. & Chas. Citty Co.. 10 May
1667, p. 59. 650 acs. on both ","[37]°[14]'[00.0000]""N [76]°[56]'[00.0000]""W",310
